subtree entries 	subtree entries 
level fanout variable 	level fanout variable 
subtree entries 	subtree entries 
level fanout preserved 	level fanout preserved 
since correspond 	since correspond 
exactly fanout directory 	exactly fanout directory 
disk structure 	disk structure 
however subtree 	however subtree 
entries level fanout 	entries level fanout 
preserved rather 	preserved rather 
consolidated notes level 	consolidated notes level 
achieve unconditionally 	achieve unconditionally 
unpacking subtree entries 	unpacking subtree entries 
exist threshold 	exist threshold 
level fanout invoke 	level fanout invoke 
callback subtree 	callback subtree 
create trailing slash 	create trailing slash 
needed unpack 	needed unpack 
subtree resume traversal 	subtree resume traversal 
path subtree 	path subtree 
next entries per 	next entries per 
determine common 	determine common 
part write stack 	part write stack 
tws point 	tws point 
last matching write 	last matching write 
stack entry 	stack entry 
start subtrees 	start subtrees 
needed satisfy path 	needed satisfy path 
directory components 	directory components 
given path given 	given path given 
entry current 	entry current 
nothing prefer note 	nothing prefer note 
non note 	non note 
subtree entry weave 	subtree entry weave 
non note 	non note 
entries note entries 	entries note entries 
nothing note 	nothing note 
failed find prune 	failed find prune 
note read 	note read 
note blob objects 	note blob objects 
separate notes 	separate notes 
two newlines anyway 	two newlines anyway 
concatenate cur 	concatenate cur 
msg msg buf 	msg msg buf 
create blob 	create blob 
buf lines 	buf lines 
named list trailing 	named list trailing 
newlines removed 	newlines removed 
read sha file 	read sha file 
nul terminates 	nul terminates 
last line file 	last line file 
eol terminated 	eol terminated 
empty list removed 	empty list removed 
later along 	later along 
empty came empty 	empty came empty 
lines within 	lines within 
file read note 	file read note 
blob objects 	blob objects 
unique lines create 	unique lines create 
blob sort 	blob sort 
uniq list list 	uniq list list 
argument must 	argument must 
strdup core 	strdup core 
notes config note 	notes config note 
removed prepare 	removed prepare 
traversal current notes 	traversal current notes 
last forward 	last forward 
entry list grounded 	entry list grounded 
entries write 	entries write 
objects representing current 	objects representing current 
notes fill 	notes fill 
given strbuf notes 	given strbuf notes 
associated given 	associated given 
given notes structure 	given notes structure 
initialized initialized 	initialized initialized 
see documentation init 	see documentation init 
notes given 	notes given 
notes notes used 	notes notes used 
instead raw 	instead raw 
gives userformat otherwise 	gives userformat otherwise 
note message 	note message 
given human 	given human 
consumption end annotation 	consumption end annotation 
newline anyway 	newline anyway 
happy fallback expand 	happy fallback expand 
notes builtin 	notes builtin 
git notes copyright 	git notes copyright 
johan herland 	johan herland 
johan herland net 	johan herland net 
git notes 	git notes 
johannes schindelin builtin 	johannes schindelin builtin 
tag kristian 	tag kristian 
gsberg carlos rica 	gsberg carlos rica 
invoke git 	invoke git 
show stat notes 	show stat notes 
write message 	write message 
editing redirect edit 	editing redirect edit 
subcommand end 	subcommand end 
none given original 	none given original 
args therefore 	args therefore 
still argv 	still argv 
append buf previous 	append buf previous 
note contents 	note contents 
git notes merge 	git notes merge 
git notes 	git notes 
merge call notes 	merge call notes 
merge abort 	merge abort 
git notes merge 	git notes merge 
worktree read 	worktree read 
merge result git 	merge result git 
notes merge 	notes merge 
target notes git 	target notes git 
notes merge 	notes merge 
reuse existing commit 	reuse existing commit 
message reflog 	message reflog 
message skip notes 	message skip notes 
merge resulted 	merge resulted 
trivially result sha 	trivially result sha 
update notes 	update notes 
commit merge 	commit merge 
unresolved conflicts update 	unresolved conflicts update 
git notes 	git notes 
merge merge result 	merge merge result 
store updated 	store updated 
git notes merge 	git notes merge 
non zero 	non zero 
conflicts git notes 	conflicts git notes 
usage git 	usage git 
notes list usage 	notes list usage 
git notes 	git notes 
usage git notes 	usage git notes 
copy usage 	copy usage 
git notes append 	git notes append 
usage git 	usage git 
notes edit usage 	notes edit usage 
git notes 	git notes 
show usage 	show usage 
git notes merge 	git notes merge 
usage git 	usage git 
notes usage git 	notes usage git 
notes prune 	notes prune 
usage git notes 	usage git notes 
usage note 	usage note 
given use editor 	given use editor 
edit path 	edit path 
buf sha note 	buf sha note 
sha note 	sha note 
path data sha 	path data sha 
size buf 	size buf 
show args show 	show args show 
buf cbuf 	buf cbuf 
old note buf 	old note buf 
sha opt 	sha opt 
arg unset opt 	arg unset opt 
arg unset 	arg unset 
opt arg 	opt arg 
unset buf len 	unset buf len 
opt arg 	opt arg 
unset force rewrite 	unset force rewrite 
cmd buf 	cmd buf 
ret msg obj 	ret msg obj 
obj split 	obj split 
err subcommand flags 	err subcommand flags 
argc argv 	argc argv 
prefix note retval 	prefix note retval 
options argc 	options argc 
argv prefix argc 	argv prefix argc 
argv prefix 	argv prefix 
allow empty note 	allow empty note 
note options 	note options 
argc argv prefix 	argc argv prefix 
stdin note 	stdin note 
note obj rewrite 	note obj rewrite 
cmd options 	cmd options 
argc argv 	argc argv 
prefix allow empty 	prefix allow empty 
note note 	note note 
logmsg usage options 	logmsg usage options 
edit size 	edit size 
prev buf argc 	prev buf argc 
argv prefix 	argv prefix 
note retval options 	note retval options 
show args 	show args 
ret msg sha 	ret msg sha 
parent sha 	parent sha 
pretty ctx local 	pretty ctx local 
free ret 	free ret 
git config notes 	git config notes 
strategy argc 	strategy argc 
argv prefix msg 	argv prefix msg 
result sha 	result sha 
abort result strategy 	abort result strategy 
options merge 	options merge 
key existing 	key existing 
name flag status 	name flag status 
sha argc 	sha argc 
argv prefix flag 	argv prefix flag 
stdin options 	stdin options 
retval argc argv 	retval argc argv 
prefix verbose 	prefix verbose 
options argc argv 	options argc argv 
prefix options 	prefix options 
argc argv prefix 	argc argv prefix 
result notes 	result notes 
options unlink warn 	options unlink warn 
free strbuf 	free strbuf 
release sha hex 	release sha hex 
sha hex 	sha hex 
read sha file 	read sha file 
write die 	write die 
free start 	free start 
command die sha 	command die sha 
hex strbuf 	hex strbuf 
read die errno 	read die errno 
strbuf commented 	strbuf commented 
lines write die 	lines write die 
strbuf release 	strbuf release 
strbuf release finish 	strbuf release finish 
command die 	command die 
sha hex git 	sha hex git 
pathdup open 	pathdup open 
die errno write 	die errno write 
die copy 	die copy 
obj strbuf addch 	obj strbuf addch 
strbuf commented 	strbuf commented 
lines strlen strbuf 	lines strlen strbuf 
addch write 	addch write 
die write commented 	die write commented 
close strbuf 	close strbuf 
release strbuf 	release strbuf 
reset launch editor 	reset launch editor 
die strbuf 	die strbuf 
stripspace write sha 	stripspace write sha 
file error 	file error 
error exit strbuf 	error exit strbuf 
grow strlen 	grow strlen 
strbuf addch strbuf 	strbuf addch strbuf 
addstr strbuf 	addstr strbuf 
stripspace strbuf addch 	stripspace strbuf addch 
strcmp strbuf 	strcmp strbuf 
read die errno 	read die errno 
strbuf read 	strbuf read 
file die errno 	file die errno 
strbuf stripspace 	strbuf stripspace 
strbuf addch sha 	strbuf addch sha 
die read 	die read 
sha file free 	sha file free 
die free 	die free 
die strbuf 	die strbuf 
free parse reuse 	free parse reuse 
arg init 	arg init 
copy notes rewrite 	copy notes rewrite 
init notes 	init notes 
strbuf getline strbuf 	strbuf getline strbuf 
split die 	split die 
strbuf rtrim strbuf 	strbuf rtrim strbuf 
rtrim sha 	rtrim sha 
die sha die 	die sha die 
copy note 	copy note 
rewrite copy note 	rewrite copy note 
error strbuf 	error strbuf 
list free commit 	list free commit 
notes free 	notes free 
notes finish copy 	notes finish copy 
notes rewrite 	notes rewrite 
init notes starts 	init notes starts 
die parse 	die parse 
options error 	options error 
usage options init 	usage options init 
notes check 	notes check 
sha die note 	sha die note 
puts sha 	puts sha 
hex error sha 	hex error sha 
hex note 	hex note 
free notes parse 	free notes parse 
options error 	options error 
usage options sha 	usage options sha 
die init 	die init 
notes check note 	notes check note 
free notes 	free notes 
free note data 	free note data 
error sha 	error sha 
hex append edit 	hex append edit 
sha hex 	sha hex 
prepare note data 	prepare note data 
write note 	write note 
data note 	data note 
die commit notes 	die commit notes 
sha hex 	sha hex 
note commit notes 	note commit notes 
free note 	free note 
data free notes 	data free notes 
parse options 	parse options 
error usage options 	error usage options 
notes copy 	notes copy 
stdin error usage 	stdin error usage 
options error 	options error 
usage options sha 	usage options sha 
die sha 	die sha 
die init notes 	die init notes 
check note 	check note 
error sha hex 	error sha hex 
sha hex 	sha hex 
note error 	note error 
sha hex note 	sha hex note 
die commit 	die commit 
notes free notes 	notes free notes 
strcmp parse 	strcmp parse 
options error usage 	options error usage 
options sha 	options sha 
die init notes 	die init notes 
check note 	check note 
prepare note data 	prepare note data 
read sha 	read sha 
file strbuf grow 	file strbuf grow 
strbuf insert 	strbuf insert 
strbuf insert free 	strbuf insert free 
write note 	write note 
data note die 	data note die 
snprintf sha 	snprintf sha 
hex note snprintf 	hex note snprintf 
commit notes 	commit notes 
free note 	free note 
data free notes 	data free notes 
parse options 	parse options 
error usage options 	error usage options 
sha die 	sha die 
init notes check 	init notes check 
note error 	note error 
sha hex execv 	sha hex execv 
git cmd 	git cmd 
free notes error 	free notes error 
error notes 	error notes 
merge abort error 	merge abort error 
sha die 	sha die 
lookup commit reference 	lookup commit reference 
die parse 	die parse 
commit die hashcpy 	commit die hashcpy 
hashclr xcalloc 	hashclr xcalloc 
init notes resolve 	init notes resolve 
refdup die 	refdup die 
notes merge 	notes merge 
commit die memset 	commit die memset 
format commit 	format commit 
message strbuf trim 	message strbuf trim 
strbuf insert 	strbuf insert 
update sha free 	update sha free 
notes strbuf 	notes strbuf 
release merge abort 	release merge abort 
free parse 	free parse 
options error usage 	options error usage 
options error 	options error 
usage options error 	usage options error 
usage options 	usage options 
init notes merge 	init notes merge 
options merge 	options merge 
abort merge commit 	abort merge commit 
notes strbuf 	notes strbuf 
addstr expand loose 	addstr expand loose 
notes init 	notes init 
notes check 	notes check 
parse notes merge 	parse notes merge 
strategy error 	strategy error 
usage options skip 	usage options skip 
prefix die 	prefix die 
strbuf addf git 	strbuf addf git 
config notes 	config notes 
strategy git config 	strategy git config 
notes strategy 	notes strategy 
strbuf release strbuf 	strbuf release strbuf 
addf notes 	addf notes 
strbuf notes merge 	strbuf notes merge 
update notes 	update notes 
update find shared 	update find shared 
symref notes 	symref notes 
die notes create 	die notes create 
symref notes 	symref notes 
die notes 	die notes 
git path free 	git path free 
notes strbuf 	notes strbuf 
release strbuf release 	release strbuf release 
sha error 	sha error 
note parse options 	note parse options 
init notes 	init notes 
check one note 	check one note 
one note 	one note 
strbuf getwholeline strbuf 	strbuf getwholeline strbuf 
rtrim one 	rtrim one 
note strbuf release 	note strbuf release 
commit notes 	commit notes 
free notes parse 	free notes parse 
options error 	options error 
usage options init 	usage options init 
notes check 	notes check 
prune notes commit 	prune notes commit 
notes free 	notes free 
notes parse 	notes parse 
options error usage 	options error usage 
options puts 	options puts 
notes git config 	notes git config 
parse options 	parse options 
strbuf addstr expand 	strbuf addstr expand 
notes setenv 	notes setenv 
strbuf release strcmp 	strbuf release strcmp 
list strcmp 	list strcmp 
strcmp copy strcmp 	strcmp copy strcmp 
strcmp append 	strcmp append 
edit strcmp show 	edit strcmp show 
strcmp merge 	strcmp merge 
strcmp cmd strcmp 	strcmp cmd strcmp 
prune strcmp 	prune strcmp 
error usage options 	error usage options 
use non 	use non 
balancing simple structure 	balancing simple structure 
node nodes 	node nodes 
leaf node 	leaf node 
leaf nodes node 	leaf nodes node 
pointers children 	pointers children 
bottom bits pointer 	bottom bits pointer 
used identify 	used identify 
pointer type ptr 	pointer type ptr 
pointer ptr 	pointer ptr 
ptr pointer next 	ptr pointer next 
node cast 	node cast 
node ptr pointer 	node ptr pointer 
note entry 	note entry 
cast leaf node 	cast leaf node 
ptr pointer 	ptr pointer 
subtree entry cast 	subtree entry cast 
leaf node 	leaf node 
root node statically 	root node statically 
allocated node 	allocated node 
leaf nodes come 	leaf nodes come 
two variants 	two variants 
note entries 	note entries 
subtree entries distinguished 	subtree entries distinguished 
leaf node 	leaf node 
pointer see note 	pointer see note 
entry key 	entry key 
sha referenced sha 	sha referenced sha 
note subtree 	note subtree 
entry key prefix 	entry key prefix 
sha trailing 	sha trailing 
referenced last key 	referenced last key 
store length 	store length 
prefix sha containing 	prefix sha containing 
notes subtree 	notes subtree 
notes may contain 	notes may contain 
entries notes 	entries notes 
follow naming conventions 	follow naming conventions 
notes typically 	notes typically 
none still 	none still 
need keep track 	need keep track 
keep simple 	keep simple 
linked list sorted 	linked list sorted 
alpha betically 	alpha betically 
non note path 	non note path 
list populated 	list populated 
parsing objects load 	parsing objects load 
subtree non 	subtree non 
notes correctly written 	notes correctly written 
back objects 	back objects 
produced write notes 	produced write notes 
grounded last 	grounded last 
next search appropriate 	next search appropriate 
location given 	location given 
key found start 	key found start 
root node 	root node 
current level matching 	current level matching 
subtree entry 	subtree entry 
unpack subtree 	unpack subtree 
entry restart search 	entry restart search 
current level 	current level 
use nth nibble 	use nth nibble 
key index 	key index 
node recurse node 	node recurse node 
increment matching 	increment matching 
subtree entry unpack 	subtree entry unpack 
subtree entry 	subtree entry 
restart search current 	restart search current 
level otherwise 	level otherwise 
found one following 	found one following 
subtree entry 	subtree entry 
match key note 	match key note 
entry may 	entry may 
may match key 	may match key 
unused leaf 	unused leaf 
node pointer location 	node pointer location 
unpack resume 	unpack resume 
search unpack 	search unpack 
resume search fall 	resume search fall 
find leaf 	find leaf 
node search location 	node search location 
appropriate given 	appropriate given 
key note entry 	key note entry 
matching key 	matching key 
note entry consolidate 	note entry consolidate 
node non 	node non 
entries give non 	entries give non 
zero otherwise 	zero otherwise 
replace node given 	replace node given 
index given 	index given 
parent node entry 	parent node entry 
entry entries 	entry entries 
given one entry 	given one entry 
replace parent 	replace parent 
index leaf node 	index leaf node 
search location 	search location 
appropriate given 	appropriate given 
leaf node key 	leaf node key 
location hold 	location hold 
matching entry abort 	matching entry abort 
nothing copy 	nothing copy 
matching entry given 	matching entry given 
entry replace 	entry replace 
matching leaf node 	matching leaf node 
entry free 	entry free 
leaf node consolidate 	leaf node consolidate 
nodes repeatedly 	nodes repeatedly 
walking towards root 	walking towards root 
type bits 	type bits 
type mismatch nothing 	type mismatch nothing 
key mismatch 	key mismatch 
nothing found matching 	nothing found matching 
entry consolidate 	entry consolidate 
level parent levels 	level parent levels 
possible cannot 	possible cannot 
consolidate top 	consolidate top 
level first build 	level first build 
stack ancestors 	stack ancestors 
root current node 	root current node 
next unwind 	next unwind 
stack note consolidate 	stack note consolidate 
done insert 	done insert 
leaf node search 	leaf node search 
location appropriate 	location appropriate 
given leaf node 	given leaf node 
key location 	key location 
unused store tweaked 	unused store tweaked 
pointer directly 	pointer directly 
location holds note 	location holds note 
entry matches 	entry matches 
note inserted combine 	note inserted combine 
two notes 	two notes 
calling given 	calling given 
combine notes function 	combine notes function 
location holds 	location holds 
note entry matches 	note entry matches 
subtree inserted 	subtree inserted 
unpack subtree inserted 	unpack subtree inserted 
location location 	location location 
holds matching subtree 	holds matching subtree 
entry unpack 	entry unpack 
subtree location restart 	subtree location restart 
insert operation 	insert operation 
level create node 	level create node 
holding node 	holding node 
location node inserted 	location node inserted 
store node 	store node 
location type bits 	location type bits 
skip concatenation 	skip concatenation 
entry unpack entry 	entry unpack entry 
unpack restart 	unpack restart 
insert non 	insert non 
matching leaf node 	matching leaf node 
skip insertion 	skip insertion 
empty note free 	empty note free 
entire notes 	entire notes 
data contained given 	data contained given 
fall convert 	fall convert 
sha hex corresponding 	sha hex corresponding 
sha hex 	sha hex 
sha segment ascii 	sha segment ascii 
hex format 	hex format 
hex len length 	hex len length 
segment must 	segment must 
multiple sha sha 	multiple sha sha 
written sha 	written sha 
len max bytes 	len max bytes 
store sha 	store sha 
must hex len 	must hex len 
returns error 	returns error 
invalid arguments 	invalid arguments 
invalid sha hex 	invalid sha hex 
format otherwise 	format otherwise 
returns number bytes 	returns number bytes 
written sha 	written sha 
hex len pads 	hex len pads 
sha sha 	sha sha 
len included returned 	len included returned 
length note 	length note 
takes ownership path 	takes ownership path 
nothing sorts 	nothing sorts 
first non note 	first non note 
sorts equal 	sorts equal 
overwrite sorts next 	overwrite sorts next 
entry path 	entry path 
sha sha complete 	sha sha complete 
len note 	len note 
sha incomplete len 	sha incomplete len 
current component 	current component 
consists hex 	consists hex 
chars note subtree 	chars note subtree 
subtree determine 	subtree determine 
full path non 	full path non 
note entry 	note entry 
filename already found 	filename already found 
entry path 	entry path 
directory part path 	directory part path 
must deduced 	must deduced 
subtree containing entry 	subtree containing entry 
overall notes 	overall notes 
follows strict progressive 	follows strict progressive 
fanout structure 	fanout structure 
etc fanouts fanout 	etc fanouts fanout 
means non 	means non 
note found path 	note found path 
dead beef 	dead beef 
following code 	following code 
found beef hand 	found beef hand 
use non 	use non 
obvious non note 	obvious non note 
paths middle 	paths middle 
notes deserve coming 	notes deserve coming 
note non 	note non 
notes sha like 	notes sha like 
top level 	top level 
problems conclude strongly 	problems conclude strongly 
advised make 	advised make 
sure non notes 	sure non notes 
least one 	least one 
non hex character 	non hex character 
top level 	top level 
path component determine 	path component determine 
optimal disk 	optimal disk 
fanout part notes 	fanout part notes 
given sub 	given sub 
level structure 	level structure 
determine whether given 	determine whether given 
existing fanout 	existing fanout 
expanded sub values 	expanded sub values 
fanout variable 	fanout variable 
fanout notes stored 	fanout notes stored 
directly root 	directly root 
notes fanout fanout 	notes fanout fanout 
fanout etc 	fanout etc 
following simple heuristic 	following simple heuristic 
works well 	works well 
practice even numbered 	practice even numbered 
level remember 	level remember 
disk fanout level 	disk fanout level 
corresponds two 	corresponds two 
levels peek entries 	levels peek entries 
level either 	level either 
nodes subtree entries 	nodes subtree entries 
likely plenty 	likely plenty 
notes level 	notes level 
incremented fanout hex 	incremented fanout hex 
sha nul 	sha nul 
recurse node subtree 	recurse node subtree 
entries note 	entries note 
represent parts note 	represent parts note 
yet explored 	yet explored 
direct relationship subtree 	direct relationship subtree 
entries level 	entries level 
fanout variable subtree 	fanout variable subtree 
entries level 	entries level 
fanout preserved since 	fanout preserved since 
correspond exactly 	correspond exactly 
fanout directory disk 	fanout directory disk 
structure however 	structure however 
subtree entries level 	subtree entries level 
fanout preserved 	fanout preserved 
rather consolidated notes 	rather consolidated notes 
level achieve 	level achieve 
unconditionally unpacking 	unconditionally unpacking 
subtree entries exist 	subtree entries exist 
threshold level 	threshold level 
fanout invoke callback 	fanout invoke callback 
subtree create 	subtree create 
trailing slash needed 	trailing slash needed 
unpack subtree 	unpack subtree 
resume traversal path 	resume traversal path 
subtree next 	subtree next 
entries per determine 	entries per determine 
common part 	common part 
write stack tws 	write stack tws 
point last 	point last 
matching write stack 	matching write stack 
entry start 	entry start 
subtrees needed satisfy 	subtrees needed satisfy 
path directory 	path directory 
components given 	components given 
path given entry 	path given entry 
current nothing 	current nothing 
prefer note non 	prefer note non 
note subtree 	note subtree 
entry weave non 	entry weave non 
note entries 	note entries 
note entries nothing 	note entries nothing 
note failed 	note failed 
find prune note 	find prune note 
read note 	read note 
blob objects separate 	blob objects separate 
notes two 	notes two 
newlines anyway concatenate 	newlines anyway concatenate 
cur msg 	cur msg 
msg buf create 	msg buf create 
blob buf 	blob buf 
lines named list 	lines named list 
trailing newlines 	trailing newlines 
removed read 	removed read 
sha file nul 	sha file nul 
terminates last 	terminates last 
line file eol 	line file eol 
terminated empty 	terminated empty 
list removed later 	list removed later 
along empty 	along empty 
came empty lines 	came empty lines 
within file 	within file 
read note blob 	read note blob 
objects unique 	objects unique 
lines create blob 	lines create blob 
sort uniq 	sort uniq 
list list argument 	list list argument 
must strdup 	must strdup 
core notes config 	core notes config 
note removed 	note removed 
prepare traversal current 	prepare traversal current 
notes last 	notes last 
forward entry 	forward entry 
list grounded entries 	list grounded entries 
write objects 	write objects 
representing current notes 	representing current notes 
fill given 	fill given 
strbuf notes associated 	strbuf notes associated 
given given 	given given 
notes structure initialized 	notes structure initialized 
initialized see 	initialized see 
documentation init notes 	documentation init notes 
given notes 	given notes 
notes used instead 	notes used instead 
raw gives 	raw gives 
userformat otherwise note 	userformat otherwise note 
message given 	message given 
human consumption end 	human consumption end 
annotation newline 	annotation newline 
anyway happy fallback 	anyway happy fallback 
expand notes 	expand notes 
builtin git 	builtin git 
notes copyright johan 	notes copyright johan 
herland johan 	herland johan 
herland net git 	herland net git 
notes johannes 	notes johannes 
schindelin builtin tag 	schindelin builtin tag 
kristian gsberg 	kristian gsberg 
carlos rica invoke 	carlos rica invoke 
git show 	git show 
stat notes write 	stat notes write 
message editing 	message editing 
redirect edit subcommand 	redirect edit subcommand 
end none 	end none 
given original args 	given original args 
therefore still 	therefore still 
argv append buf 	argv append buf 
previous note 	previous note 
contents git notes 	contents git notes 
merge git 	merge git 
notes merge 	notes merge 
call notes merge 	call notes merge 
abort git 	abort git 
notes merge worktree 	notes merge worktree 
read merge 	read merge 
result git notes 	result git notes 
merge target 	merge target 
notes git notes 	notes git notes 
merge reuse 	merge reuse 
existing commit message 	existing commit message 
reflog message 	reflog message 
skip notes merge 	skip notes merge 
resulted trivially 	resulted trivially 
result sha update 	result sha update 
notes commit 	notes commit 
merge unresolved conflicts 	merge unresolved conflicts 
update git 	update git 
notes merge 	notes merge 
merge result store 	merge result store 
updated git 	updated git 
notes merge non 	notes merge non 
zero conflicts 	zero conflicts 
notes.h cur sha 	notes.h cur sha 
sha cur 	sha cur 
sha sha cur 	sha sha cur 
sha sha 	sha sha 
cur sha sha 	cur sha sha 
root first 	root first 
non note prev 	non note prev 
non note 	non note 
update combine notes 	update combine notes 
initialized dirty 	initialized dirty 
notes combine notes 	notes combine notes 
flags sha 	flags sha 
note sha combine 	note sha combine 
notes sha 	notes sha 
sha obj 	sha obj 
obj force combine 	obj force combine 
notes flags 	notes flags 
data result flags 	data result flags 
use notes 	use notes 
extra notes refs 	extra notes refs 
opt sha 	opt sha 
output encoding raw 	output encoding raw 
refs flags 	refs flags 
list glob list 	list glob list 
globs function 	globs function 
type combining two 	type combining two 
notes annotating 	notes annotating 
adding note annotating 	adding note annotating 
existing note 	existing note 
caller decide combine 	caller decide combine 
two notes 	two notes 
decision made passing 	decision made passing 
function following 	function following 
form function 	form function 
accepts two sha 	accepts two sha 
existing note 	existing note 
note respectively function 	note respectively function 
combines notes 	combines notes 
whatever way sees 	whatever way sees 
fit writes 	fit writes 
resulting sha first 	resulting sha first 
sha argument 	sha argument 
cur sha non 	cur sha non 
zero indicates 	zero indicates 
failure two given 	failure two given 
sha shall 	sha shall 
non different either 	non different either 
may sha 	may sha 
indicates empty non 	indicates empty non 
existent note 	existent note 
resulting sha cur 	resulting sha cur 
sha sha 	sha sha 
note removed 	note removed 
notes combine notes 	notes combine notes 
function passing 	function passing 
combine notes concatenate 	combine notes concatenate 
appends contents 	appends contents 
note contents existing 	note contents existing 
note common 	note common 
notes combinators notes 	notes combinators notes 
encapsulates notes 	encapsulates notes 
structure associated notes 	structure associated notes 
whenever notes 	whenever notes 
pointer required may 	pointer required may 
pass order 	pass order 
use notes need 	use notes need 
pass non 	pass non 
need refer several 	need refer several 
different notes 	different notes 
trees simultaneously 	trees simultaneously 
notes notes notes 	notes notes notes 
used notes 	used notes 
passed init notes 	passed init notes 
first following 	first following 
defined option git 	defined option git 
notes given 	notes given 
git notes environment 	git notes environment 
variable core 	variable core 
notes config variable 	notes config variable 
git notes 	git notes 
refs notes commits 	refs notes commits 
flags controlling 	flags controlling 
behaviour notes initialization 	behaviour notes initialization 
behaviour initialize 	behaviour initialize 
notes specified given 	notes specified given 
notes notes 	notes notes 
readable notes treeish 	readable notes treeish 
notes however 	notes however 
made writable 	made writable 
flag strict names 	flag strict names 
used initialize 	used initialize 
given notes notes 	given notes notes 
structure given 	structure given 
given git notes 	given git notes 
environment variable 	environment variable 
used missing notes 	used missing notes 
used refs 	used refs 
notes commits need 	notes commits need 
initialize notes 	initialize notes 
structure switching one 	structure switching one 
notes another 	notes another 
must first initialize 	must first initialize 
notes structure 	notes structure 
calling free notes 	calling free notes 
notes pass 	notes pass 
notes initialized combine 	notes initialized combine 
notes function 	notes function 
passed becomes 	passed becomes 
combine notes function 	combine notes function 
given notes 	given notes 
passed combine notes 	passed combine notes 
function combine 	function combine 
notes concatenate precondition 	notes concatenate precondition 
notes structure 	notes structure 
zeroed achieved memset 	zeroed achieved memset 
notes given 	notes given 
note given notes 	note given notes 
structure already 	structure already 
exists note given 	exists note given 
sha given 	sha given 
combine notes function 	combine notes function 
invoked tie 	invoked tie 
given combine notes 	given combine notes 
combine notes 	combine notes 
function given notes 	function given notes 
used passing 	used passing 
note sha 	note sha 
sha indicates addition 	sha indicates addition 
empty non 	empty non 
existent note potentially 	existent note potentially 
expensive unless 	expensive unless 
already exists note 	already exists note 
given sha 	given sha 
combining note empty 	combining note empty 
note given 	note given 
combine notes function 	combine notes function 
results changed 	results changed 
note returns zero 	note returns zero 
success non 	success non 
zero means combine 	zero means combine 
notes failed 	notes failed 
important changes made 	important changes made 
note given 	note given 
notes structure 	notes structure 
persistent subsequent call 	persistent subsequent call 
write notes 	write notes 
returns zero given 	returns zero given 
note given 	note given 
notes structure important 	notes structure important 
changes made 	changes made 
note given notes 	note given notes 
structure persistent 	structure persistent 
subsequent call write 	subsequent call write 
notes returns 	notes returns 
zero note removed 	zero note removed 
note note 	note note 
sha containing note 	sha containing note 
data given 	data given 
given notes copy 	given notes copy 
note one 	note one 
another given notes 	another given notes 
returns obj 	returns obj 
already note 	already note 
force otherwise returns 	force otherwise returns 
non zero 	non zero 
force given combine 	force given combine 
notes function 	notes function 
failed combine obj 	failed combine obj 
note obj 	note obj 
existing note returns 	existing note returns 
zero success 	zero success 
important changes made 	important changes made 
copy note 	copy note 
given notes structure 	given notes structure 
persistent subsequent 	persistent subsequent 
call write notes 	call write notes 
returns zero 	returns zero 
flags controlling behaviour 	flags controlling behaviour 
note behaviour 	note behaviour 
note traverse every 	note traverse every 
single note 	single note 
given notes 	given notes 
unpacking subtree entries 	unpacking subtree entries 
along way 	along way 
following flags used 	following flags used 
alter behaviour 	alter behaviour 
dont unpack subtrees 	dont unpack subtrees 
causes note 	causes note 
unpack recurse subtree 	unpack recurse subtree 
entries traversing 	entries traversing 
notes causes notes 	notes causes notes 
within subtrees 	within subtrees 
passed callback use 	passed callback use 
flag want 	flag want 
traverse notes want 	traverse notes want 
traverse parts 	traverse parts 
notes already unpacked 	notes already unpacked 
includes least 	includes least 
notes added changed 	notes added changed 
subtrees causes 	subtrees causes 
subtree entries 	subtree entries 
encountered passed callback 	encountered passed callback 
recursing subtree 	recursing subtree 
entries note objects 	entries note objects 
represent intermediate 	represent intermediate 
directories notes passed 	directories notes passed 
callback subtree 	callback subtree 
entries trailing slash 	entries trailing slash 
path callback 	path callback 
may use differentiate 	may use differentiate 
note entries 	note entries 
subtree entries note 	subtree entries note 
already unpacked 	already unpacked 
subtree entries part 	subtree entries part 
notes therefore 	notes therefore 
yielded flag used 	yielded flag used 
together dont 	together dont 
unpack subtrees note 	unpack subtrees note 
subtree entry 	subtree entry 
recurse invoke 	recurse invoke 
specified callback function 	specified callback function 
note given 	note given 
notes callback returns 	notes callback returns 
nonzero note 	nonzero note 
walk aborted callback 	walk aborted callback 
returned note 	returned note 
hence zero note 	hence zero note 
indicates notes 	indicates notes 
walked successfully important 	walked successfully important 
callback function 	callback function 
allowed change notes 	allowed change notes 
words following 	words following 
functions invoked current 	functions invoked current 
notes within 	notes within 
callback note note 	callback note note 
copy note 	copy note 
free notes 	free notes 
write given notes 	write given notes 
structure database 	structure database 
creates encapsulating current 	creates encapsulating current 
state given 	state given 
notes stores sha 	notes stores sha 
result argument 	result argument 
returns zero success 	returns zero success 
non zero 	non zero 
failure important changes 	failure important changes 
made given 	made given 
notes persistent function 	notes persistent function 
returned zero 	returned zero 
please also remember 	please also remember 
create corresponding 	create corresponding 
commit update appropriate 	commit update appropriate 
notes flags 	notes flags 
controlling operation prune 	controlling operation prune 
notes annotating 	notes annotating 
non existing 	non existing 
objects given notes 	objects given notes 
notes given 	notes given 
notes associated objects 	notes associated objects 
longer exist 	longer exist 
database removed notes 	database removed notes 
important changes 	important changes 
